"Sr. No.","TIN","GSTIN/PID","Firm Name","Address","Assessment Circle","Tax Type","Return Form Type","RC Effective Date","Status","Cancellation Date","Type Of Dealer"
"302","33386247604","33DCRPK0940R1Z0","JAYAM GURU KIRUBA ELECTRONIC SERVICES","4/16, ,Na,Roja Nagar ,,Ranganathapuram Kannampalayamsulur,Tamil Nadu,Coimbatore,641402","PALLADAM-2 (Circle)","Central Sales Tax","CST FORM NO.1","26/06/2013","Active","-","Normal Dealer"
"303","33386247604","33DCRPK0940R1Z0","JAYAM GURU KIRUBA ELECTRONIC SERVICES","4/16, ,Na,Roja Nagar ,,Ranganathapuram Kannampalayamsulur,Tamil Nadu,Coimbatore,641402","PALLADAM-2 (Circle)","Value Added Tax","VAT FORM I","26/06/2013","Active","-","Normal Dealer"
"304","33721605870","33CBTPS3593N1ZM","JAYPARVATHY ELECTRONICS","Plot No.33,Na,1 St Street, Ram Nagar (Behind Bible College),Chengalpattu,Tamil Nadu,Kancheepuram,603210","THIRUKAZHUKUNDRAM (Circle)","Central Sales Tax","CST FORM NO.1","22/04/2010","Active","-","Normal Dealer"
"305","33721605870","33CBTPS3593N1ZM","JAYPARVATHY ELECTRONICS","Plot No.33,Na,1 St Street, Ram Nagar (Behind Bible College),Chengalpattu,Tamil Nadu,Kancheepuram,603210","THIRUKAZHUKUNDRAM (Circle)","Value Added Tax","VAT FORM I","22/04/2010","Active","-","Normal Dealer"
"306","33081042749","33AAFFJ7682J1Z0","JESSHIAH ELECTRONICS","New No.24 Old No. 39-A,Na,Venu Gopal Swamy Koil Street,Chennai,Tamil Nadu,600011","VILLIVAKKAM (Circle)","Central Sales Tax","CST FORM NO.1","29/10/2009","Active","-","Normal Dealer"
"307","33081042749","33AAFFJ7682J1Z0","JESSHIAH ELECTRONICS","New No.24 Old No. 39-A,Na,Venu Gopal Swamy Koil Street,Chennai,Tamil Nadu,600011","VILLIVAKKAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"308","33526440264","33AZSPC8381P1ZK","JISHNU MOBILES & ELECTRONICS","90-A,Trichy Road, Near G.H. Bus Stop,,Sulur,Tamil Nadu,Coimbatore,641402","PALLADAM-2 (Circle)","Central Sales Tax","CST FORM NO.1","22/12/2016","Active","-","Normal Dealer"
"309","33526440264","33AZSPC8381P1ZK","JISHNU MOBILES & ELECTRONICS","90-A,Trichy Road, Near G.H. Bus Stop,,Sulur,Tamil Nadu,Coimbatore,641402","PALLADAM-2 (Circle)","Value Added Tax","VAT FORM I","22/12/2016","Active","-","Normal Dealer"
"310","33416362096","33AUKPJ6744Q1ZY","JOHN BENITTO PROP. J.B. ELECTRONICS","13/4,Na,Salameduvillupuram,Tamil Nadu,605602","VILLUPURAM - II (Circle)","Central Sales Tax","CST FORM NO.1","04/07/2016","Active","-","Normal Dealer"
"311","33416362096","33AUKPJ6744Q1ZY","JOHN BENITTO PROP. J.B. ELECTRONICS","13/4,Na,Salameduvillupuram,Tamil Nadu,605602","VILLUPURAM - II (Circle)","Value Added Tax","VAT FORM I","21/01/2016","Active","-","Normal Dealer"
"312","33356409823","33GXPPS0346D1ZD","J.K.S. TOOLS & ELECTRONICS","5/232,Desapitha Mahatma Gandhi Nagar,Rangasamuthiram Pollachi,Tamil Nadu,Coimbatore,642006","POLLACHI (RURAL) (Circle)","Central Sales Tax","CST FORM NO.1","02/09/2016","Active","-","Normal Dealer"
"313","33356409823","33GXPPS0346D1ZD","J.K.S. TOOLS & ELECTRONICS","5/232,Desapitha Mahatma Gandhi Nagar,Rangasamuthiram Pollachi,Tamil Nadu,Coimbatore,642006","POLLACHI (RURAL) (Circle)","Value Added Tax","VAT FORM I","01/09/2016","Active","-","Normal Dealer"
"314","33422125373","33BLSPK1124P1ZS","K . R . ELECTRONICS","24 A,Na,Peelamedu Coimbatore,Tamil Nadu,641004","PEELAMEDU (NORTH) (Circle)","Central Sales Tax","CST FORM NO.1","28/04/2014","Active","-","Normal Dealer"
"315","33422125373","33BLSPK1124P1ZS","K . R . ELECTRONICS","24 A,Na,Peelamedu Coimbatore,Tamil Nadu,641004","PEELAMEDU (NORTH) (Circle)","Value Added Tax","VAT FORM I","25/04/2014","Active","-","Normal Dealer"
"316","33556377308","33AWYPS1044G1Z9","KAANJIRAM ELECTRO PLATTERS","690/3b,69,Mfa Nagar,Madukarai Road,Tamil Nadu,Coimbatore,641021","KUNIYAMUTHUR (Circle)","Central Sales Tax","CST FORM NO.1","28/04/2016","Active","-","Normal Dealer"
"317","33556377308","33AWYPS1044G1Z9","KAANJIRAM ELECTRO PLATTERS","690/3b,69,Mfa Nagar,Madukarai Road,Tamil Nadu,Coimbatore,641021","KUNIYAMUTHUR (Circle)","Value Added Tax","VAT FORM I","28/04/2016","Active","-","Normal Dealer"
"318","33432821779","33ACWPV7482R1Z4","KING ELECTRICAL ELECTRONICS","53-G,Na,Sanyasi Gundu Extension Road,Salem,Tamil Nadu,636015","SALEM TOWN (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","06/02/1998","Active","-","Normal Dealer"
"319","33432821779","33ACWPV7482R1Z4","KING ELECTRICAL ELECTRONICS","53-G,Na,Sanyasi Gundu Extension Road,Salem,Tamil Nadu,636015","SALEM TOWN (WEST) (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"320","33671483823","33AGCPT5324N1Z5","KJT ELECTRONICS AND ELECTRICALS","No.33/18,Na,Periayar Padhai,Chennai,Tamil Nadu,600094","MMDA COLONY (Circle)","Central Sales Tax","CST FORM NO.1","04/03/2010","Active","-","Normal Dealer"
"321","33671483823","33AGCPT5324N1Z5","KJT ELECTRONICS AND ELECTRICALS","No.33/18,Na,Periayar Padhai,Chennai,Tamil Nadu,600094","MMDA COLONY (Circle)","Value Added Tax","VAT FORM I","04/03/2010","Active","-","Normal Dealer"
"322","33912102939","33AAOPU2103L1ZL","KONDAAS ELECTRONICS","5-A, Sri Alamelu Nagar, ,Na,Kamarajar Road,Coimbatore,Tamil Nadu,641015","PEELAMEDU (SOUTH) (Circle)","Central Sales Tax","CST FORM NO.1","03/11/2008","Active","-","Normal Dealer"
"323","33912102939","33AAOPU2103L1ZL","KONDAAS ELECTRONICS","5-A, Sri Alamelu Nagar, ,Na,Kamarajar Road,Coimbatore,Tamil Nadu,641015","PEELAMEDU (SOUTH) (Circle)","Value Added Tax","VAT FORM I","03/11/2008","Active","-","Normal Dealer"
"324","33616471198","33DQLPS7099D1ZA","KRUPA ELECTRONICS","191,Big Bazzar Street,Mannargudi,Tamil Nadu,Thiruvarur,614001","MANNARGUDI (Circle)","Value Added Tax","VAT FORM I","27/03/2017","Active","-","Normal Dealer"
"325","33366440086","33CZIPK4681E1ZC","KUMAR ELECTRONICS","2/188-1,Kayathri Nagar,Kothoor Post,Manachanallur Taluk,Tamil Nadu,Tiruchirapalli,621216","LALGUDI (Circle)","Value Added Tax","VAT FORM I","23/12/2016","Active","-","Normal Dealer"
"326","33372262025","33AGWPR2722C1ZE","KUMAR ELECTRONICS","78,Na,Theppakkulam Veedhi,Pollachi,Tamil Nadu,Coimbatore,642001","POLLACHI (EAST) (Circle)","Central Sales Tax","CST FORM NO.1","29/08/2003","Active","-","Normal Dealer"
"327","33372262025","33AGWPR2722C1ZE","KUMAR ELECTRONICS","78,Na,Theppakkulam Veedhi,Pollachi,Tamil Nadu,Coimbatore,642001","POLLACHI (EAST) (Circle)","Value Added Tax","VAT FORM I,VAT FORM I-1","01/01/2007","Active","-","Normal Dealer"
"328","33980400696","33AAACK1274H2ZU","KUMARAGIRI ELECTRONICS LIMITED","N.No:19,O.No:1334,Palani Muthu Towers,20 Th Main Road, G - Block,Anna Nagar Westchennai,Tamil Nadu,600040","KOYAMBEDU (Circle)","Central Sales Tax","CST FORM NO.1","11/03/2010","Active","-","Normal Dealer"
"329","33980400696","33AAACK1274H2ZU","KUMARAGIRI ELECTRONICS LIMITED","N.No:19,O.No:1334,Palani Muthu Towers,20 Th Main Road, G - Block,Anna Nagar Westchennai,Tamil Nadu,600040","KOYAMBEDU (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"330","33046427605","33BBGPT4620K1ZJ","KUWLATY ELECTRONICS","71/5,Oomer Road,Opp.Mohideen Pura Mosque,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","01/11/2016","Active","-","Normal Dealer"
"331","33046427605","33BBGPT4620K1ZJ","KUWLATY ELECTRONICS","71/5,Oomer Road,Opp.Mohideen Pura Mosque,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","01/11/2016","Active","-","Normal Dealer"
"332","33446416895","33BLBPK4905M1Z4","KVR ELECTRONICS","131,Bye-Pass Road, Opp To Icici Bank,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","15/09/2016","Active","-","Normal Dealer"
"333","33446416895","33BLBPK4905M1Z4","KVR ELECTRONICS","131,Bye-Pass Road, Opp To Icici Bank,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","15/09/2016","Active","-","Normal Dealer"
"334","33590961522","33AFDPG8617H1ZM","K.E.S.ELECTROPLATING","34,Na,Pillaiyar Koil Street,Guindy,Tamil Nadu,Chennai,600032","ALANDUR (Circle)","Central Sales Tax","CST FORM NO.1","03/09/1998","Active","-","Normal Dealer"
"335","33590961522","33AFDPG8617H1ZM","K.E.S.ELECTROPLATING","34,Na,Pillaiyar Koil Street,Guindy,Tamil Nadu,Chennai,600032","ALANDUR (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"336","33291061985","33AAJPZ2958H1Z7","K.G.N. ELECTRONICS","2/2,Na,Brightons Road Kannigapuram,Chennai,Tamil Nadu,600012","PURASAVAKKAM (Circle)","Central Sales Tax","CST FORM NO.1","20/03/2008","Active","-","Normal Dealer"
"337","33291061985","33AAJPZ2958H1Z7","K.G.N. ELECTRONICS","2/2,Na,Brightons Road Kannigapuram,Chennai,Tamil Nadu,600012","PURASAVAKKAM (Circle)","Value Added Tax","VAT FORM I","01/03/2008","Active","-","Normal Dealer"
"338","33856416563","33CUTPM6586L1ZM","K.M.R.ELECTRICALS & ELECTRONICS","1/80,Valatheeswari Complex Nainarkovil Village,Paramakudi Taluk,Tamil Nadu,Ramanathapuram,623707","PARAMAKUDI (Circle)","Value Added Tax","VAT FORM I","30/09/2016","Active","-","Normal Dealer"
"339","33223291229","33ACBPU2664F1ZP","K.UMASANKAR SANKAR ELECTRICALS ELECTRONICS SERVICE CENTRE","56/1,Na,Dharmapuri Main Road/,Paupparapatti,Tamil Nadu,636809","PALACODE (Circle)","Central Sales Tax","CST FORM NO.1","29/12/2009","Active","-","Normal Dealer"
"340","33223291229","33ACBPU2664F1ZP","K.UMASANKAR SANKAR ELECTRICALS ELECTRONICS SERVICE CENTRE","56/1,Na,Dharmapuri Main Road/,Paupparapatti,Tamil Nadu,636809","PALACODE (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"341","33034243922","33AJUPG2379M1ZM","K.V. GOPI NATH PROP. OF QUALITY ELECTRONICS","No.10,Na,Old Hospital Road,Gudiyatham,Tamil Nadu,Vellore,632602","GUDIYATHAM (EAST) (Circle)","Central Sales Tax","CST FORM NO.1","02/12/2016","Active","-","Normal Dealer"
"342","33034243922","33AJUPG2379M1ZM","K.V. GOPI NATH PROP. OF QUALITY ELECTRONICS","No.10,Na,Old Hospital Road,Gudiyatham,Tamil Nadu,Vellore,632602","GUDIYATHAM (EAST) (Circle)","Value Added Tax","VAT FORM I","26/11/2007","Active","-","Normal Dealer"
"343","33336368891","33COUPP7521M1Z7","LAKSHMI ELECTRO SERVICES","40 - E ,Edayarpalayam Road, Machampalayam, Kuruchi,Sundarapuram,Tamil Nadu,Coimbatore,641024","PODANUR (Circle)","Central Sales Tax","CST FORM NO.1","14/03/2016","Active","-","Normal Dealer"
"344","33336368891","33COUPP7521M1Z7","LAKSHMI ELECTRO SERVICES","40 - E ,Edayarpalayam Road, Machampalayam, Kuruchi,Sundarapuram,Tamil Nadu,Coimbatore,641024","PODANUR (Circle)","Value Added Tax","VAT FORM I","14/03/2016","Active","-","Normal Dealer"
"345","33626481867","33BGMPP0719G1ZG","LAKSHMICOSMETICES & ELECTRONICES","Tsno 27449/Tsno 2749,C.R.C.Complex,6,East Main Street,Pudukkottai,Tamil Nadu,Pudukottai,622001","PUDUKOTTAI - I (Circle)","Value Added Tax","VAT FORM I","10/04/2017","Active","-","Normal Dealer"
"346","33772963115","33AADFL1343G1ZT","LATSHEK ELECTRO REFINERY","3/11,Na,Mill Road,Gobi,Tamil Nadu,Erode,638452","GOBICHETTIPALAYAM (Circle)","Central Sales Tax","CST FORM NO.1","08/07/2008","Active","-","Normal Dealer"
"347","33772963115","33AADFL1343G1ZT","LATSHEK ELECTRO REFINERY","3/11,Na,Mill Road,Gobi,Tamil Nadu,Erode,638452","GOBICHETTIPALAYAM (Circle)","Value Added Tax","VAT FORM I","04/07/2008","Active","-","Normal Dealer"
"348","33896330792","33ACNPI1941D1ZZ","LIMRA MOBILES & ELECTRONICS","244,Na,Rajakilpakkamchennai,Tamil Nadu,600073","SELAIYUR (Circle)","Central Sales Tax","CST FORM NO.1","01/07/2015","Active","-","Normal Dealer"
"349","33896330792","33ACNPI1941D1ZZ","LIMRA MOBILES & ELECTRONICS","244,Na,Rajakilpakkamchennai,Tamil Nadu,600073","SELAIYUR (Circle)","Value Added Tax","VAT FORM I","01/07/2015","Active","-","Normal Dealer"
"350","33096443993","33AAKCM5299A1ZG","MADHU ELECTRO INDUSTRIAL AUTOMATION PRIVATE LIMITED","7,First Floor , Cth Road , Modern City,,Pattabiram Chennai,Tamil Nadu,Thiruvallur,600072","AVADI (Circle)","Central Sales Tax","CST FORM NO.1","08/12/2016","Active","-","Normal Dealer"
"351","33096443993","33AAKCM5299A1ZG","MADHU ELECTRO INDUSTRIAL AUTOMATION PRIVATE LIMITED","7,First Floor , Cth Road , Modern City,,Pattabiram Chennai,Tamil Nadu,Thiruvallur,600072","AVADI (Circle)","Value Added Tax","VAT FORM I","08/12/2016","Active","-","Normal Dealer"
"352","33632161196","33AABCM4711E1Z2","MAGNA ELECTRO CASTINGS LTD","43,Na,Balasundhuram Road,Coimbatore,Tamil Nadu,641018","P N PALAYAM (Circle)","Central Sales Tax","CST FORM NO.1","08/04/2010","Active","-","Normal Dealer"
"353","33632161196","33AABCM4711E1Z2","MAGNA ELECTRO CASTINGS LTD","43,Na,Balasundhuram Road,Coimbatore,Tamil Nadu,641018","P N PALAYAM (Circle)","Value Added Tax","VAT FORM I,VAT FORM K","01/01/2007","Active","-","Composite Dealer (Section 6 : Work Contractor);Normal Dealer"
"354","33714802753","33AGRPK6226B1ZL","MAHAVEER ELECTRO CONTROLS","66 Ist Floor,West Masi Street,Madurai,Tamil Nadu,625001","MADURAI RURAL(EAST) (Circle)","Central Sales Tax","CST FORM NO.1","07/11/2007","Active","-","Normal Dealer"
"355","33714802753","33AGRPK6226B1ZL","MAHAVEER ELECTRO CONTROLS","66 Ist Floor,West Masi Street,Madurai,Tamil Nadu,625001","MADURAI RURAL(EAST) (Circle)","Value Added Tax","VAT FORM I","05/11/2007","Active","-","Normal Dealer"
"356","33816164093","33AABTM8074H1ZH","MAHIMA ELECTRONICS DEALER IN ELECTRONIC STEPLIZER","2/128a,Mahimaelectronics,Maruthoorkurichy,Kalkulam,Tamil Nadu,Kanniyakumari,629158","THUCKALAY - 1 (Circle)","Central Sales Tax","CST FORM NO.1","16/11/2006","Active","-","Normal Dealer"
"357","33816164093","33AABTM8074H1ZH","MAHIMA ELECTRONICS DEALER IN ELECTRONIC STEPLIZER","2/128a,Mahimaelectronics,Maruthoorkurichy,Kalkulam,Tamil Nadu,Kanniyakumari,629158","THUCKALAY - 1 (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"358","33606340991","33ABBFM2820L1ZH","MALAR ELECTRONIC","704,Na,Kavindapadi Bhavani Tk Erode Dt,Tamil Nadu,638455","CHITHODE (Circle)","Central Sales Tax","CST FORM NO.1","05/10/2015","Active","-","Normal Dealer"
"359","33606340991","33ABBFM2820L1ZH","MALAR ELECTRONIC","704,Na,Kavindapadi Bhavani Tk Erode Dt,Tamil Nadu,638455","CHITHODE (Circle)","Value Added Tax","VAT FORM I","05/10/2015","Active","-","Normal Dealer"
"360","33256164013","33AABTM8095L1Z3","MALAR ELECTRONICS","19/102-1,Malar Electronics,Pilankalai,Pilankalai,Tamil Nadu,Kanniyakumari,629167","THUCKALAY - 1 (Circle)","Central Sales Tax","CST FORM NO.1","04/08/2006","Active","-","Normal Dealer"
"361","33256164013","33AABTM8095L1Z3","MALAR ELECTRONICS","19/102-1,Malar Electronics,Pilankalai,Pilankalai,Tamil Nadu,Kanniyakumari,629167","THUCKALAY - 1 (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"362","33841341091","33AQQPS4482A1ZP","MALAR ELECTRONICS","12,Na,Thangam Coloney, 3rd Street,Chennai,Tamil Nadu,600040","KOYAMBEDU (Circle)","Central Sales Tax","CST FORM NO.1","18/08/1994","Active","-","Normal Dealer"
"363","33841341091","33AQQPS4482A1ZP","MALAR ELECTRONICS","12,Na,Thangam Coloney, 3rd Street,Chennai,Tamil Nadu,600040","KOYAMBEDU (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"364","33406392164","33AAJCM7329L1Z3","MANDO HELLA ELECTRONICS AUTOMOTIVE INDIA PRIVATE LIMITED","49,Sengadu Village,Manavalan Nagar Sriperumbudur,Tamil Nadu,Thiruvallur,602002","THIRUMAZHISAI (Circle)","Central Sales Tax","CST FORM NO.1","15/06/2016","Active","-","Normal Dealer"
"365","33406392164","33AAJCM7329L1Z3","MANDO HELLA ELECTRONICS AUTOMOTIVE INDIA PRIVATE LIMITED","49,Sengadu Village,Manavalan Nagar Sriperumbudur,Tamil Nadu,Thiruvallur,602002","THIRUMAZHISAI (Circle)","Value Added Tax","VAT FORM I","15/06/2016","Active","-","Normal Dealer"
"366","33743563125","33AAECM0360J1ZR","MANTEK ELECTRODES P LTD","No.D-74-A,Na,Trichy,Tamil Nadu,620015","TIRUVERUMBUR (Circle)","Central Sales Tax","CST FORM NO.1","29/10/2004","Active","-","Normal Dealer"
"367","33743563125","33AAECM0360J1ZR","MANTEK ELECTRODES P LTD","No.D-74-A,Na,Trichy,Tamil Nadu,620015","TIRUVERUMBUR (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"368","33376408657","33BCVPA2715C1Z2","MARIYADHAS FURNITURE AND ELECTRONICS","159a,Krishnagiri Main Road,Venkatathampatti Uthangarai,Tamil Nadu,635207","HARUR (Circle)","Central Sales Tax","CST FORM NO.1","25/08/2016","Active","-","Normal Dealer"
"369","33376408657","33BCVPA2715C1Z2","MARIYADHAS FURNITURE AND ELECTRONICS","159a,Krishnagiri Main Road,Venkatathampatti Uthangarai,Tamil Nadu,635207","HARUR (Circle)","Value Added Tax","VAT FORM I","25/08/2016","Active","-","Normal Dealer"
"370","33951441377","33AAGPA6323G1ZA","MASS ELECTRONIC SYSTEM","186,Na,Tiny Sector Ambattur Industrial Estate,Korattur ,Tamil Nadu,Chennai,600098","KORATTUR (Circle)","Central Sales Tax","CST FORM NO.1","12/11/2008","Active","-","Normal Dealer"
"371","33951441377","33AAGPA6323G1ZA","MASS ELECTRONIC SYSTEM","186,Na,Tiny Sector Ambattur Industrial Estate,Korattur ,Tamil Nadu,Chennai,600098","KORATTUR (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"372","33260907626","33AAXFM4176G1ZV","MAXIM ELECTRONICS","No.38,Na,Nagathamman Koil Street, Sanjay Gandhi Colony,Mgr Nagarchennai,Tamil Nadu,600078","EKKATUTHANGAL (Circle)","Central Sales Tax","CST FORM NO.1","14/09/2013","Active","-","Normal Dealer"
"373","33260907626","33AAXFM4176G1ZV","MAXIM ELECTRONICS","No.38,Na,Nagathamman Koil Street, Sanjay Gandhi Colony,Mgr Nagarchennai,Tamil Nadu,600078","EKKATUTHANGAL (Circle)","Value Added Tax","VAT FORM I","14/09/2013","Active","-","Normal Dealer"
"374","33216203708","33AKZPR6958F1ZA","MAXX ELECTRONIC","6,Na,Brindavan Street,Cauvery Nagar,Tamil Nadu,Coimbatore,641038","VADAVALLI (Circle)","Central Sales Tax","CST FORM NO.1","09/01/2007","Active","-","Normal Dealer"
"375","33216203708","33AKZPR6958F1ZA","MAXX ELECTRONIC","6,Na,Brindavan Street,Cauvery Nagar,Tamil Nadu,Coimbatore,641038","VADAVALLI (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"376","33271980004","33AAEFM4878Q1ZK","MODERN ELECTRO AGENCIES","37-A,Na,Patel Road,Coimbatore,Tamil Nadu,641009","RAM NAGAR (Circle)","Central Sales Tax","CST FORM NO.1","03/01/2007","Active","-","Normal Dealer"
"377","33271980004","33AAEFM4878Q1ZK","MODERN ELECTRO AGENCIES","37-A,Na,Patel Road,Coimbatore,Tamil Nadu,641009","RAM NAGAR (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"378","33536460439","33AAKCM6352J1Z9","MOTOWIZ ELECTRONICS SOLUTIONS PRIVATE LIMITED","No 184/No 184,Sidco Industrial Estate,Thirumazhisai,Tamil Nadu,Chennai,600124","TIRUVALLUR (Circle)","Central Sales Tax","CST FORM NO.1","11/02/2017","Active","-","Normal Dealer"
"379","33536460439","33AAKCM6352J1Z9","MOTOWIZ ELECTRONICS SOLUTIONS PRIVATE LIMITED","No 184/No 184,Sidco Industrial Estate,Thirumazhisai,Tamil Nadu,Chennai,600124","TIRUVALLUR (Circle)","Value Added Tax","VAT FORM I","10/02/2017","Active","-","Normal Dealer"
"380","33896382124","33GMMPS3593C1ZP","MSK ELECTRONICS","5/410,Kamarah Nagar,Elanthakuttai Post,Veepadai,Tamil Nadu,Namakkal,638008","PALLIPALAYAM (Circle)","Central Sales Tax","CST FORM NO.1","06/05/2016","Active","-","Normal Dealer"
"381","33896382124","33GMMPS3593C1ZP","MSK ELECTRONICS","5/410,Kamarah Nagar,Elanthakuttai Post,Veepadai,Tamil Nadu,Namakkal,638008","PALLIPALAYAM (Circle)","Value Added Tax","VAT FORM I","01/05/2016","Active","-","Normal Dealer"
"382","33840581775","33AAAHL0044H1ZU","MUTEK ELECTRONICS","24,Na,Chennai,Tamil Nadu,600002","CHINTADRIPET (Circle)","Central Sales Tax","CST FORM NO.1","10/02/2010","Active","-","Normal Dealer"
"383","33840581775","33AAAHL0044H1ZU","MUTEK ELECTRONICS","24,Na,Chennai,Tamil Nadu,600002","CHINTADRIPET (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"384","33270600761","33AAOFM1433D1ZO","M. L. ELECTRONICS","10,Na,Byram Jung Bahadur 2nd Lane,Chennai,Tamil Nadu,600002","ANNA SALAI (Circle)","Central Sales Tax","CST FORM NO.1","24/01/2007","Active","-","Normal Dealer"
"385","33270600761","33AAOFM1433D1ZO","M. L. ELECTRONICS","10,Na,Byram Jung Bahadur 2nd Lane,Chennai,Tamil Nadu,600002","ANNA SALAI (Circle)","Value Added Tax","VAT FORM I","18/01/2007","Active","-","Normal Dealer"
"386","33636201440","33ACAPN4874D1ZT","M.N.ELECTRONICS","123-C,Na,Murugan Colony,Coimbatore,Tamil Nadu,641025","VELANDIPALAYAM (Circle)","Central Sales Tax","CST FORM NO.1","20/06/1997","Active","-","Normal Dealer"
"387","33636201440","33ACAPN4874D1ZT","M.N.ELECTRONICS","123-C,Na,Murugan Colony,Coimbatore,Tamil Nadu,641025","VELANDIPALAYAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"388","33383742288","33BTPPS7359F1Z3","M.SEKARSRI NIVE ELECTRONICS","6,Na,Bustand Comlplex ,Main Road,Manapparai Taluk,Tamil Nadu,Tiruchirapalli,621314","MANAPPARAI (Circle)","Value Added Tax","VAT FORM I,VAT FORM I-1","29/05/2008","Active","-","Normal Dealer"
"389","33653225566","33BLBPS7045C1ZC","M.SUBRAMANI PROP. S.M.S.ELECTRONICS","3/38,Na,Near Ammankoil,,Chettimankurichi Post Edappadi Taluk,Tamil Nadu,Salem,637101","EDAPPADI (Circle)","Value Added Tax","VAT FORM I,VAT FORM K","15/02/2007","Active","-","Composite Dealer (Section 3(4): Re-seller (Retailer));Normal Dealer"
"390","33270580876","33AABPK2810R1ZQ","M.X.ELECTRONICS","21/9,Na,Narasingapuramstreet,Chennai,Tamil Nadu,600002","CHINTADRIPET (Circle)","Central Sales Tax","CST FORM NO.1","19/04/1996","Active","-","Normal Dealer"
"391","33270580876","33AABPK2810R1ZQ","M.X.ELECTRONICS","21/9,Na,Narasingapuramstreet,Chennai,Tamil Nadu,600002","CHINTADRIPET (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"392","33961370416","33AYXPS1934N1ZK","M/S GM ELECTROPLATING","No 4,Na,Tass Industrial Estate, Kamarajapuram 11th Street,Sidco Ambatturchennai,Tamil Nadu,Thiruvallur,600098","PATTARAVAKKAM (Circle)","Central Sales Tax","CST FORM NO.1","30/12/2013","Active","-","Normal Dealer"
